"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2011","2011",43,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2012","2012",42,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2013","2013",40,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2014","2014",39,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2015","2015",37,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2016","2016",36,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2017","2017",34,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2018","2018",33,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","KOR","Korea","2019","2019",32,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2000","2000",225,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2001","2001",232,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2002","2002",230,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2003","2003",222,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2004","2004",217,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2005","2005",223,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2006","2006",222,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2007","2007",214,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2008","2008",201,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2009","2009",190,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2010","2010",188,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2011","2011",180,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2012","2012",172,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2013","2013",168,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2014","2014",159,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2015","2015",157,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2016","2016",154,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2017","2017",151,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2018","2018",149,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2000","2000",2565,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2001","2001",2436,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2002","2002",2444,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2003","2003",2242,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2004","2004",2505,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2005","2005",2424,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2006","2006",2376,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2007","2007",2434,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2008","2008",2406,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2009","2009",2375,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2010","2010",2328,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2011","2011",2331,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2012","2012",2372,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2013","2013",2342,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2014","2014",2294,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2015","2015",2270,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2016","2016",2284,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2017","2017",2353,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","FIN","Finland","2018","2018",2359,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2000","2000",49843,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2001","2001",53065,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2002","2002",59650,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2003","2003",65816,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2004","2004",69165,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2005","2005",71888,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2006","2006",77364,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2007","2007",75825,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2008","2008",75367,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2009","2009",69138,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2010","2010",66403,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2011","2011",59150,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2012","2012",55415,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2013","2013",55010,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2014","2014",53337,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ZAF","South Africa","2015","2015",51471,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2000","2000",3574,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2001","2001",3580,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2002","2002",3478,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2003","2003",3458,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2004","2004",3475,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2005","2005",3320,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2006","2006",3293,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2007","2007",3315,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2008","2008",3288,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2009","2009",3382,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2010","2010",3249,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2011","2011",3382,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2012","2012",3252,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2013","2013",3138,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2014","2014",3329,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2015","2015",3359,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","NZL","New Zealand","2016","2016",3301,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2000","2000",13037,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2001","2001",12725,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2002","2002",12480,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2003","2003",12605,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2004","2004",12225,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2005","2005",11746,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2006","2006",11305,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2007","2007",11439,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2008","2008",11165,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2009","2009",10950,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2010","2010",10757,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2011","2011",10586,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2012","2012",10516,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2013","2013",10841,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2014","2014",10972,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2015","2015",11267,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2016","2016",11412,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","ESP","Spain","2017","2017",11719,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2000","2000",3971,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2001","2001",3973,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2002","2002",3868,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2003","2003",4215,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2004","2004",4180,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2005","2005",3961,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2006","2006",4222,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2007","2007",3797,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2008","2008",4035,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2009","2009",4024,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2010","2010",4581,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2011","2011",4387,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2012","2012",4357,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2013","2013",4327,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2014","2014",4483,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2015","2015",4898,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2016","2016",5220,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2017","2017",5010,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","CRI","Costa Rica","2019","2019",5524,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2007","2007",5192,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2008","2008",5120,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2009","2009",5322,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2010","2010",4844,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2011","2011",5076,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2012","2012",5005,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2013","2013",4995,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2014","2014",4995,,
"AVDMPRVM","Preventable mortality","NBPOPUPC","Number of total deaths","IRL","Ireland","2015","2015",4762,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2002","2002",3393,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2003","2003",3271,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2004","2004",3046,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2005","2005",3048,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2006","2006",2925,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2007","2007",2767,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2008","2008",2659,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2009","2009",2766,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2010","2010",2686,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2011","2011",2580,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2012","2012",2714,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2013","2013",2660,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2014","2014",2659,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2015","2015",2643,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2016","2016",2604,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2017","2017",2580,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2018","2018",2576,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","AUT","Austria","2019","2019",2545,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2000","2000",278,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2001","2001",270,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2002","2002",260,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2003","2003",257,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2004","2004",248,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2005","2005",248,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2006","2006",244,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2007","2007",238,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2008","2008",230,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2009","2009",221,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2010","2010",214,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2012","2012",212,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2013","2013",199,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2014","2014",193,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2000","2000",104,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2001","2001",102,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2002","2002",100,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2003","2003",98,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2004","2004",94,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2005","2005",92,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2006","2006",90,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2007","2007",87,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2008","2008",86,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2009","2009",84,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2010","2010",82,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2011","2011",81,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2012","2012",78,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2013","2013",80,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2014","2014",80,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2015","2015",79,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2016","2016",80,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","USA","United States","2017","2017",80,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2000","2000",129,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2001","2001",129,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2002","2002",127,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2003","2003",124,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2004","2004",126,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2005","2005",120,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2006","2006",114,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2007","2007",113,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2008","2008",111,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2009","2009",107,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2010","2010",102,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2011","2011",98,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2012","2012",97,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2013","2013",98,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2014","2014",96,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2015","2015",97,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2016","2016",93,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2017","2017",91,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2018","2018",91,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2000","2000",2715,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2001","2001",2593,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2002","2002",2608,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2003","2003",2629,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2004","2004",2468,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2005","2005",2554,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2006","2006",2620,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2007","2007",2634,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2008","2008",2590,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2009","2009",2567,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2010","2010",2512,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2011","2011",2505,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2012","2012",2587,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2013","2013",2614,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2014","2014",2624,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2015","2015",2561,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2016","2016",2581,,
"AVDMPRVM","Preventable mortality","NBFEMEPF","Number of female deaths","CHE","Switzerland","2017","2017",2585,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2000","2000",17593,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2001","2001",16918,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2002","2002",16680,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2003","2003",16916,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2004","2004",16365,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2005","2005",15973,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2006","2006",15058,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2007","2007",15426,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2008","2008",15177,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2009","2009",15071,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2010","2010",15126,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2011","2011",15024,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2012","2012",14816,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2013","2013",15003,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2014","2014",14323,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2015","2015",14528,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2016","2016",13932,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2017","2017",14195,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2018","2018",14139,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","CZE","Czech Republic","2019","2019",13774,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2000","2000",94,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2001","2001",92,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2002","2002",94,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2003","2003",92,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2004","2004",90,,
"AVDMPRVM","Preventable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","CAN","Canada","2005","2005",91,,
